path	road	Delta - Sanctuary Path South	trail
3,232,M,
5,233,
7,231,
11,232,
13,231,
17,231,
18,230,
20,231,
21,230,
21,230,* 追加しました
#---
path	road	North Lake - Port Road
-247,394,M,
-241,395,
-237,396,
-230,397,
-226,399,
-223,403,
-220,407,
-217,407,
-213,405,
-209,405,
-209,405,* 追加しました
#---
path	road	Delta - Gate road north
69,279,M,
65,280,
62,282,
53,283,
50,281,
47,278,
43,278,
39,279,
34,279,
32,276,
31,273,
31,270,
31,269,
34,266,
25,260,
20,254,
19,244,
19,244,* 追加しました
#---
path	road	Delta - Gate Road
59,266,M,
59,270,
61,273,
67,275,
70,279,
74,282,
74,283,
74,287,
70,290,
69,292,
71,300,
69,301,
67,301,
63,295,
61,294,
59,296,
59,299,
59,300,
59,300,* 追加しました
#---
path	road	Eastern Jungle - Gastrolith path	trail
-247,491,M,
-229,497,
-224,498,
-221,501,
-221,501,* 追加しました
#---
path	road	Eastern Jungle - Radio Tower Road II
-219,539,M,
-219,541,
-217,540,
-216,533,
-214,529,
-215,524,
-214,521,
-215,518,
-215,515,
-216,511,
-216,508,
-216,506,
-218,503,
-222,498,
-222,496,
-225,491,
-226,486,
-226,482,
-222,477,
-222,474,
-219,470,
-204,462,
-199,456,
-198,452,
-199,450,
-202,447,
-206,449,
-206,449,* 追加しました
#---
path	road	Eastern Jungle - Radio Tower Road
-211,533,M,
-206,531,
-206,528,
-206,527,
-207,527,
-205,521,
-203,519,
-202,516,
-204,512,
-206,509,
-217,504,
-217,504,* 追加しました
#---
path	road	Eastern Jungle - Main road beachside
-159,506,M,
-155,509,
-151,510,
-149,511,
-149,515,
-154,522,
-156,523,
-165,522,
-167,524,
-169,527,
-173,530,
-179,530,
-182,529,
-186,526,
-190,525,
-192,520,
-195,519,
-199,521,
-202,518,
-202,518,* 追加しました
#---
path	road	Eastern Jungle - South Beach Trail	trail
-51,474,M,
-54,476,
-54,477,
-55,478,
-57,478,
-58,480,
-58,481,
-59,483,
-58,484,
-60,487,
-61,490,
-62,492,
-66,494,
-67,497,
-68,497,
-66,499,
-65,500,
-65,501,
-63,503,
-63,503,* 追加しました
#---
path	road	Forks Plains - Main path
-161,246,M,
-156,248,
-153,247,
-151,242,
-150,239,
-147,238,
-144,237,
-144,237,* 追加しました
#---
path	road	Hollow Falls - Forks Path
-162,312,M,
-163,301,
-163,293,
-163,289,
-162,285,
-159,281,
-158,277,* 追加しました
#---
path	road	Hollow Falls - Volcano Path
-224,286,M,
-219,287,
-212,285,
-206,285,
-203,286,
-198,289,
-196,293,
-194,297,
-191,299,
-183,301,
-177,298,
-176,298,
-171,302,
-158,302,
-157,303,
-155,308,
-152,311,
-150,311,
-145,310,
-140,312,
-137,311,
-133,306,
-127,305,
-125,308,
-125,308,* 追加しました
#---
path	road	North Lake - Bridge Road II
-250,346,M,
-249,342,
-246,340,
-242,342,
-235,343,
-234,345,
-230,344,
-230,341,
-222,337,
-217,333,
-217,329,
-219,317,
-219,314,
-219,310,
-219,307,
-220,304,
-218,299,
-218,296,
-218,295,
-218,292,
-219,289,
-219,287,
-219,287,* 追加しました
#---
path	road	Port - Patrol Road North
-304,440,M,
-309,444,
-314,445,
-319,443,
-320,442,
-321,436,
-323,433,
-328,432,
-333,433,
-336,431,
-339,426,
-338,420,
-340,417,
-347,417,
-354,425,
-358,425,
-363,423,
-369,423,
-369,423,
-374,417,
-374,417,
-380,417,
-385,415,
-391,415,
-396,413,
-400,409,
-404,398,
-407,393,
-412,385,
-413,379,
-410,366,
-410,364,
-411,362,
-413,357,
-421,347,
-423,342,
-420,329,
-422,315,
-427,307,
-441,296,
-445,291,
-449,285,
-451,278,
-453,270,
-452,265,
-449,263,
-448,260,
-450,255,
-449,252,
-445,248,
-448,242,
-446,238,
-440,237,
-434,241,
-430,241,
-429,240,
-427,231,
-425,229,
-422,231,
-419,234,
-417,233,
-413,228,
-413,224,
-411,221,
-414,218,
-414,218,* 追加しました
#---
path	road	Port - Patrol Road
-258,465,M,
-261,463,
-264,464,
-269,465,
-272,460,
-274,456,
-274,452,
-280,444,
-285,444,
-288,443,
-288,443,
#---
path	road	Port - Patrol Road
-258,465,M,
-261,463,
-264,464,
-269,465,
-272,460,
-274,456,
-274,452,
-280,444,
-285,444,
-288,443,
-288,443,* 追加しました
#---
path	road	Hollow Falls - Port Road
-238,366,
-238,366,M,
-226,372,
-226,372,
-223,374,
-223,378,
-218,384,
-215,391,
-210,396,
-211,401,
-210,405,
-206,406,
-202,409,
-198,411,
-199,415,
-201,415,
-207,416,
-208,419,
-207,421,
-203,423,
-203,428,
-208,435,
-208,439,
-206,446,
-206,449,
-209,453,
-217,457,
-222,455,
-226,455,
-228,456,
-233,457,
-234,459,
-235,465,
-237,468,
-239,468,
-242,465,
-243,467,
-244,470,
-248,471,
-254,466,
-258,465,
-261,466,
-261,466,* 追加しました
#---
path	road	Hollow Falls - Main Road
-238,366,
-238,366,M,
-226,372,
-226,372,
-223,374,
-223,378,
-218,384,
-215,391,
-210,396,
-211,401,
-210,405,
-206,406,
-202,409,
-198,411,
-199,415,
-201,415,
-207,416,
-208,419,
-207,421,
-203,423,
-203,428,
-208,435,
-208,439,
-206,446,
-206,449,* 追加しました
#---
path	road	East Lake - Trail II	trail
-193,454,M,
-190,454,
-189,452,
-186,453,
-184,451,
-182,451,
-182,451,* 追加しました
#---
path	road	East Lake - Trail	trail
-186,466,M,
-188,465,
-190,464,
-191,464,
-194,462,
-194,461,
-192,459,
-193,458,
-195,458,
-195,456,
-195,453,
-194,452,
-193,454,
-194,455,
-194,455,* 追加しました
#---
path	road	Northern Jungle - Base Road
-325,242,M,
-328,235,
-333,230,
-335,228,Q
-331,223,.
-330,217,
-333,214,
-342,212,
-343,209,
-345,207,
-345,204,
-346,202,
-348,200,
-350,197,
-350,197,* 追加しました
#---
path	road	East Lake - Storage Trail	trail
-188,477,M,
-191,477,
-191,477,
-193,477,
-196,477,
-197,478,
-198,480,
-200,482,
-200,482,* 追加しました
#---
path	road	East Lake - Main Road
-159,506,M,
-161,503,
-163,500,
-169,502,
-171,500,
-172,495,
-174,493,
-180,492,
-182,488,
-187,479,
-188,477,
-188,475,
-186,465,
-186,467,
-185,463,
-183,453,
-177,444,
-171,438,
-165,435,
-158,427,
-151,425,
-145,422,
-141,417,
-138,413,
-133,410,
-131,406,
-131,401,
-135,397,
-140,395,
-140,395,
-144,390,
-147,390,
-147,390,
-155,389,
-163,386,
-165,383,
-168,382,
-172,378,
-176,377,
-180,378,
-186,376,
-190,376,
-195,374,
-200,372,
-204,369,
-215,368,
-218,370,
-223,374,
-223,374,* 追加しました
#---
path	road	Eastern Jungle - South Gate Road
-82,440,M,
-86,440,
-89,438,
-93,439,
-97,441,
-102,440,
-105,438,
-110,433,
-116,432,
-123,429,
-128,426,
-138,425,
-144,421,
-144,421,
#---
path	road	Eastern Jungle - South Gate Road
-82,440,M,
-86,440,
-89,438,
-93,439,
-97,441,
-102,440,
-105,438,
-110,433,
-116,432,
-123,429,
-128,426,
-138,425,
-144,421,
-144,421,* 追加しました
#---
path	road	Angel Falls - Bridge path
-125,307,M,
-111,326,
-108,327,
-104,328,
-95,333,
-87,342,
-85,346,
-83,351,
-77,357,
-71,365,
-71,371,
-72,379,
-78,386,
-82,387,
-87,389,
-89,392,
-91,396,
-97,397,
-98,401,
-96,406,
-93,410,
-87,416,
-83,423,
-81,432,
-82,440,
-85,458,
-88,467,
-94,473,
-103,478,
-103,480,
-101,486,
-102,490,
-106,493,
-110,493,
-115,491,
-120,489,
-127,490,
-132,489,
-136,490,
-136,490,* 追加しました
#---
path	road	Delta Sanctuary - path 1	trail
-40,221,M,
-40,224,
-38,225,
-37,226,
-36,227,
-35,226,
-34,226,
-34,226,* 追加しました
#---
path	road	Delta Sanctuary - cave road
-38,217,M,
-39,219,
-40,221,
-42,222,
-44,224,
-45,224,
-47,224,
-48,223,
-48,221,
-52,218,
-55,219,
-57,220,
-58,220,
-59,219,
-60,219,
-61,218,
-62,218,
-62,218,* 追加しました
#---
path	road	Central Jungle - Delta Road Mudpit path
-48,124,M,
-56,126,
-57,126,
-60,124,
-60,124,
-65,122,
-71,120,
-73,121,
-75,121,
-74,119,
-71,120,
-71,120,
-75,118,
-77,120,
-79,119,
-79,117,
-84,116,
-86,115,
-88,115,
-89,113,
-93,108,
-93,107,
-97,108,
-98,111,
-99,116,
-102,120,
-105,121,
-108,122,
-108,122,
-112,120,
-114,121,
-115,124,
-117,124,
-121,124,
-122,123,* 追加しました
#---
path	road	Delta Jungle - Beach Garage
8,335,M,
6,339,
7,341,
6,345,
6,347,
6,347,* 追加しました
#---
path	road	Delta Jungle - Eastern Jungle road
5,298,M,
3,304,
-1,309,
-5,311,
-10,312,
-13,310,
-16,308,
-19,304,
-25,302,
-30,299,
-34,298,
-38,298,
-38,298,* 追加しました
#---
path	road	Central Jungle - Delta Road Mudpit path
-48,124,M,
-56,126,
-57,126,
-60,124,
-60,124,
-65,122,
-71,120,
-73,121,
-75,121,
-74,119,
-71,120,
-71,120,
-75,118,
-77,120,
-79,119,
-79,117,
-84,116,
-86,115,
-88,115,
-89,113,
-93,108,
-93,107,
-97,108,
-98,111,
-99,116,
-102,120,
-105,121,
-108,122,
-108,122,
-114,123,
-116,124,
-119,123,
-121,123,* 追加しました
#---
path	road	Central Jungle - Delta Road Mudpit path
-48,124,M,
-56,126,
-57,126,
-60,124,
-60,124,
-65,122,
-71,120,
-73,121,
-75,121,
-74,119,
-71,120,
-71,120,
-75,118,
-77,120,
-79,119,
-79,117,
-84,116,
-86,115,
-88,115,
-89,113,
-93,108,
-93,107,
-97,108,
-98,111,
-99,116,
-102,120,
-105,121,
-108,122,
-108,122,* 追加しました
#---
path	road	Highlands - Delta road
-95,69,M,
-91,71,
-89,72,
-88,75,
-90,78,
-90,78,
-87,83,
-87,87,
-87,91,
-80,90,
-72,91,
-70,93,
-69,95,
-69,95,
-76,101,
-78,104,
-79,107,
-79,107,
-84,106,
-93,107,
-93,107,* 追加しました
#---
path	road	South Plains - Eastern Road
159,-157,M,
153,-160,
145,-164,
137,-166,
132,-167,
122,-166,
113,-165,
113,-165,
108,-161,
106,-154,
104,-150,
100,-148,
96,-149,
93,-147,
89,-141,
87,-141,
83,-142,
80,-145,
159,-157,M,
184,-134,
204,-137,
212,-153,
205,-176,
202,-178,
184,-134,M
190,-128,
192,-104,
185,-73,
193,-24,
193,-19,
183,2,
175,5,
172,13,
166,14,
166,9,
183,2,M
188,20,
180,30,
165,33,
162,36,
162,39,
164,39,
168,37,
170,38,
168,44,
171,45,
173,41,
183,38,
185,47,
195,46,
#---
path	road	South Plains - Mud Pit Road
201,-178,M,
196,-178,
195,-176,
193,-174,
188,-170,
185,-168,
185,-168,* 追加しました
#---
path	road	Highlands - Water Access Road
-261,46,M,
-258,42,
-258,31,
-255,25,
-256,19,
-250,18,
-246,20,
-244,15,
-243,14,
-240,18,
-237,17,
-240,7,
-238,3,
-229,8,
-219,7,
-209,12,
-199,14,
-193,17,
-187,17,
-180,14,
-177,10,
-174,9,
-170,6,
-168,5,
-168,5,* 追加しました
#---
path	road	Highlands-Delta Road
-136,136,M,
-133,128,
-129,127,
-125,123,
-118,122,
-114,116,
-113,113,
-108,108,
-108,104,
-111,102,
-114,100,
-113,96,
-104,92,
-104,92,
-94,85,
-98,78,
-95,70,
-95,69,, road division
-98,62,
-104,59,
-106,53,
-107,48,
-114,44,
-113,39,
-110,37,Q.
-104,37,Q.
-98,34,
-97,26,
-100,23,
-103,22,
-106,23,
-108,26,Q,
-111,24,
-109,21,
-101,18,
-98,14,
-99,9,Q.
-104,5,
-112,4,
-122,8,
-127,8,
-139,11,
-144,11,
-151,8,
-158,4,
-164,3,
-167,4,
-169,6,
-169,6,* 追加しました
#---
path	road	Central Jungle Trail III	trail
-106,121,M,
-104,127,
-104,127,
-102,128,
-104,131,
-104,132,
-103,133,
-101,135,
-101,137,
-103,140,
-100,141,
-101,144,
-100,145,
-100,145,* 追加しました
#---
path	road	Central Jungle Trail II div2 W	trail
-149,183,M,
-146,185,
-146,187,
-144,190,
-144,192,
-142,192,
-141,195,
-141,196,
-138,199,
-132,200,
-129,203,
-120,205,
-120,205,* 追加しました
#---
path	road	Central Jungle Trail I-II	trail
-141,170,M,
-141,173,
-143,174,
-143,176,
-141,177,
-142,180,
-148,180,
-149,181,
-149,182,
-151,182,
-154,181,
-158,183,
-160,183,
-162,180,
-166,180,
-168,178,
-168,178,* 追加しました
#---
path	road	Central Jungle Trail II div2	trail
-115,170,M,
-117,173,
-118,174,
-119,178,
-119,179,
-117,179,
-115,180,
-114,182,
-114,183,
-114,185,
-115,188,
-116,190,
-118,191,
-120,194,
-123,195,
-125,196,
-127,196,
-129,196,
-132,194,
-133,194,
-136,193,
-139,193,
-142,192,
-141,195,
-139,193,
-139,193,* 追加しました
#---
path	road	Central Jungle Trail II	trail
-106,150,M,
-107,151,
-109,151,
-110,153,
-115,164,
-123,165,, trail division
-123,168,
-123,165,
-123,170,
-121,171,
-118,171,
-117,170,
-116,170,
-115,170,
-114,170,, trail division
-112,171,
-111,171,
-111,173,
-110,174,
-109,175,
-110,176,
-109,176,
-110,176,
-109,175,
-108,175,
-105,176,
-104,177,
-102,178,
-100,178,
-98,179,
-97,178,
-96,177,
-94,176,
-93,173,
-90,172,
-88,163,
-89,161,
-91,160,
-92,157,
-95,156,
-96,154,
-98,154,
-99,152,
-100,152,
-101,150,
-101,149,
-101,148,
-101,148,* 追加しました
#---
path	road	Central Jungle Trail	trail
-124,145,M,
-124,147,
-123,148,
-124,149,
-124,151,
-125,152,
-126,153,
-126,155,
-126,156,
-126,158,
-125,162,
-125,163,
-125,164,, trial fork
-125,164,
-126,164,
-128,164,
-129,165,
-129,165,
-130,165,
-132,165,
-133,165,
-135,164,
-138,164,
-140,162,
-141,163,
-140,165,
-141,170,, trail fork
-141,170,
-143,168,
-143,167,
-144,166,
-144,164,
-147,163,
-148,160,
-150,161,
-151,159,
-154,157,
-152,155,
-152,155,
-145,152,
-145,151,
-143,150,
-142,148,
-142,148,
-141,146,
-143,146,
-144,145,
-143,142,
-142,142,
-143,141,
-143,140,
-143,140,* 追加しました
#---
path	road	Delta Jungle Road
0,265,M,
3,269,
5,274,
4,279,
3,282,
2,285,
2,290,
2,292,
6,298,, road split
6,299,
11,303,
12,305,
15,307,
17,307,
20,306,
24,304,
29,303,
34,303,
41,304,
46,304,
48,304,
52,303,
54,304,
55,307,
57,308,
58,307,
59,301,
60,300,
60,300,, road divergence
62,301,
64,306,
66,308,
71,310,
74,309,
74,309,* 追加しました
#---
path	road	Delta Jungle Trail	trail
-17,252,M,
-16,256,
-15,257,
-13,259,
-6,260,
-6,260,
-2,262,
-1,261,
-1,261,* 追加しました
#---
path	road	Delta Main Road
-136,136,M,
-129,138,
-127,139,
-124,144,
-124,145,, start of trail
-124,145,
-122,145,
-118,144,
-115,145,
-109,149,
-106,149,, start of trail
-103,149,
-101,148,, start of trail
-99,145,, start of trail
-97,143,
-94,142,
-89,141,
-86,143,
-83,145,
-82,148,
-85,155,
-85,157,
-83,159,
-78,160,
-75,161,
-73,164,
-71,168,
-69,172,
-69,172,
-50,190,
-47,190,
-44,191,
-42,194,
-41,199,
-41,201,, road start
-42,204,
-40,210,
-38,216,, split
-33,221,
-29,222,
-22,222,
-18,224,
-15,228,
-15,234,
-16,237,
-19,242,
-20,245,
-19,248,
-17,252,
-17,252,* 追加しました
#---
path	road	Cascades Road
-210,201,M,
-204,203,
-197,204,
-193,204,
-192,204,
-191,205,
-190,206,
-185,205,
-179,205,
-178,205,
-175,207,
-172,207,
-171,206,
-168,208,
-164,208,
-162,210,
-160,210,
-157,212,
-156,213,
-157,213,
-156,214,
-155,214,
-155,213,
-156,212,
-156,213,
-156,213,
-154,214,
-155,218,
-153,224,
-151,227,
-153,228,
-153,231,
-153,231,* 追加しました
#---
path	road	Verdant Pond NE Path	trail
-276,163,M,
-276,165,
-276,167,
-275,169,
-277,173,
-279,175,
-280,177,
-280,179,
-279,180,
-279,180,
-278,188,
-277,188,
-276,188,
-276,189,
-276,189,* 追加しました
#---
path	road	Verdant Pond NW Path	trail
-276,156,M,
-280,153,
-281,151,
-282,150,
-282,149,
-284,149,
-284,149,
-288,149,
-290,148,
-294,145,
-296,142,
-296,142,
-298,140,
-299,139,
-302,139,
-308,137,
-312,134,
-314,133,
-315,132,
-315,130,
-317,129,
-318,127,
-320,126,
-322,124,
-324,122,
-325,120,
-326,120,
-326,120,* 追加しました
#---
path	road	North lake Sanctuary  - Cave entrance	trail
-273,162,M,
-272,164,
-272,164,
-270,166,
-267,166,
-264,166,
-261,164,
-259,166,* 追加しました
#---
path	road	Verdant Pond - SW Path	trail
-234,123,M,
-236,125,
-237,125,
-237,125,
-239,124,
-240,126,
-241,127,
-244,127,
-248,129,
-250,132,
-252,134,
-253,137,
-253,139,
-253,139,
-256,143,
-259,145,
-259,147,
-261,148,
-261,148,
-262,151,
-262,151,
-265,152,
-267,155,
-270,156,
-272,160,
-276,162,
-277,159,
-276,156,
-271,154,
-270,155,
-270,155,
-270,156,
-270,156,* 追加しました
#---
path	road	North Jungle Main Road
-389,186,M,
-384,186,
-382,188,
-380,191,
-377,192,
-377,192,
-374,196,
-363,197,
-358,199,
-351,197,
-351,197,
-350,197,, divergent path
-348,197,
-340,198,
-334,199,
-329,197,Q
-324,201,
-319,200,
-314,198,
-310,200,
-306,203,
-301,204,
-294,202,
-290,201,
-286,197,
-282,195,
-278,190,
-271,188,
-266,180,
-261,181,
-261,181,
-257,195,
-254,196,
-251,194,
-250,187,
-248,188,
-240,196,
-237,196,
-235,194,
-233,188,
-233,188,
-229,183,
-224,183,
-219,188,
-214,187,
-213,185,
-210,179,
-205,176,
-205,176,
-196,167,
-196,167,
-196,165,
-196,165,
#---
path	road	North Plains - Bridge Path
-278,361,M,
-271,361,
-267,358,
-261,358,
-261,356,
-264,354,
-262,353,
-258,351,
-258,351,
-255,348,
-250,346,
-250,348,
-250,359,
-247,394,
-251,394,
-256,396,
-260,399,
-260,399,* 追加しました
#---
path	road	North Plains - Broken gate path
-278,361,M,
-274,368,
-274,372,
-273,378,, divergent path
-273,378,
-274,384,
-269,390,
-268,396,
-267,397,
-265,398,
-262,397,
-260,399,
-263,402,
-263,402,
-266,402,
-269,402,
-277,400,
-285,404,
-289,404,
-304,397,
-310,397,
-315,398,
-324,403,
-334,412,
-334,412,* 追加しました
#---
path	road	Water Access - North Lake Road
-293,89,M,
-300,95,
-302,100,
-303,104,
-302,111,
-302,113,
-303,115,
-306,116,
-313,116,
-317,119,
-322,117,
-325,118,
-329,119,
-334,117,
-338,117,
-340,122,
-344,122,
-349,120,
-351,124,
-349,129,
-350,131,
-355,135,
-354,141,
-355,143,
-356,143,
-361,144,
-362,146,
-363,151,
-374,160,
-376,164,
-380,167,
-385,168,
-385,172,
-391,175,
-394,180,
-394,182,
-392,186,
-389,186,
-388,188,
-383,189,
-383,192,
-383,192,
-382,194,
-378,198,
-378,201,
-378,207,
-380,215,
-380,215,
-379,217,
-374,223,
-371,227,
-367,232,
-365,237,
-363,241,
-361,249,
-358,255,
-357,260,
-357,267,
-356,273,
-357,279,
-355,281,
-351,282,
-351,285,
-350,289,
-348,290,
-343,289,
-341,291,
-339,296,
-337,303,
-335,308,
-335,310,
-335,310,
-338,315,
-339,320,
-338,324,
-337,331,
-335,334,
-333,337,
-327,339,
-321,343,
-316,343,
-312,346,
-299,348,
-295,350,
-287,353,
-282,358,
-278,361,
-278,361,* 追加しました
#---
path	road	Water Access Road (-261,46)
-261,46,M,
-265,47,
-269,45,
-277,47,Q.
-281,52,Q,
-284,63,
-295,89,,Divergent point
-293,90,
-293,90,
-290,91,
-285,99,
-280,99,
-275,99,
-275,99,
-270,98,
-266,99,
-261,102,
-253,103,
-251,108,
-240,112,
-238,114,
-234,123,, divergent point
-229,128,
-223,131,
-220,135,
-216,146,
-213,148,
-204,153,
-200,157,
-199,164,
-187,166,
-184,166,
-181,167,
-174,159,
-170,152,
-172,147,
-170,143,
-171,140,
-170,137,
-168,135,
-164,134,
-160,135,
-153,135,
-148,138,
-143,139,, divergent point
-136,136,
-136,136,* 追加しました
#---
path	road	new road (282,29)
282,29,M,
287,34,M
287,34,M
287,34,M
#---
dirEnd	_Road_
#---
dir	Foods & Items
#---
dir	- Animal (terrestrial) -
#---
dir	Boar
#---
food	Boar
-390,188,up2026/09/12
#---
food	Boar
-337,230,up2026/06/14
#---
food	Boar
-325,330,up2026/08/17
#---
food	Boar
-312,183,up2026/07/08
#---
food	Boar
-298,131,up2026/04/23
#---
food	Boar
-230,187,up2026/06/13
#---
food	Boar
-195,193,up2025/10/02
#---
food	Boar
-194,452,up2025/11/24,//
#---
food	Boar
-183,142,up2026/02/22,80/50/
#---
food	Boar
-172,456,up2026/03/04
#---
food	Boar
-162,473,up2026/03/04
#---
food	Boar
-158,157,up2025/10/02
#---
food	Boar
-158,520,up2026/08/27,1/1/1
#---
food	Boar
-155,444,up2026/03/04
#---
food	Boar
-138,466,up2025/07/20
#---
food	Boar
-123,255,up2026/01/28
#---
food	Boar
-119,-238,up2025/07/09
#---
food	Boar
-115,369,up2025/09/05
#---
food	Boar
-108,68,up2025/07/06
#---
food	Boar
-102,431,up2026/04/07
#---
food	Boar
-97,166,up2026/02/22,50/50/
#---
food	Boar
-87,299,up2025/08/31
#---
food	Boar
-79,66,up2025/07/03
#---
food	Boar
-77,113,up2026/04/13,40/40/
#---
food	Boar
-75,336,up2025/09/05
#---
food	Boar
-74,353,up2025/09/05
#---
food	Boar
-68,91,up2025/10/25
#---
food	Boar
-63,126,up2025/07/21
#---
food	Boar
-62,247,up2025/08/31
#---
food	Boar
-62,446,up2025/11/27
#---
food	Boar
-58,422,up2026/04/07,30/30/1
#---
food	Boar
-54,294,up2025/08/31
#---
food	Boar
-47,465,up2025/11/27
#---
food	Boar
-41,348,up2026/02/25
#---
food	Boar
-36,150,up2025/12/30
#---
food	Boar
-31,106,up2025/09/09
#---
food	Boar
-28,43,up2025/08/10
#---
food	Boar
-18,118,up2025/07/11
#---
food	Boar
-16,-141,up2025/07/25
#---
food	Boar
-5,294,up2025/08/31
#---
food	Boar
2,422,up2026/03/05,/15/0
#---
food	Boar
39,222,up2026/04/17,30/30/
#---
food	Boar
62,214,up2026/04/17
#---
food	Boar
66,128,up2025/08/21
#---
food	Boar
71,258,up2025/07/28,10/10/
#---
food	Boar
73,329,up2026/04/24
#---
food	Boar
84,191,up2025/08/21
#---
food	Boar
120,231,up2026/08/05
#---
food	Boar
181,49,up2026/08/15
#---
food	Boar
224,149,up2025/08/06,25/50/
#---
food	Boar
243,-256,up2025/11/09
#---
food	Boar
247,-171,up2026/08/16
#---
food	Boar
249,-344,up2026/05/16
#---
food	Boar
260,-240,up2025/12/29
#---
food	Boar
265,-70,up2026/08/16,15/15/
#---
food	Boar
281,-166,up2026/09/09
#---
food	Boar
283,63,up2026/03/16
#---
food	Boar
285,-232,up2026/03/21
#---
food	Boar
300,-259,up2026/08/06
#---
food	Boar
302,-146,up2025/07/08
#---
food	Boar
307,-275,up2025/12/30
#---
food	Boar
308,-177,up2025/10/02
#---
food	Boar
312,-330,up2025/07/20,30/20/
#---
food	Boar
313,-256,up2025/11/07
#---
food	Boar
324,73,up2026/03/23
#---
food	Boar
338,154,up2026/05/19
#---
food	Boar
356,-209,up2025/08/26
#---
food	Boar
373,34,up2026/04/29
#---
food	Boar
385,-236,up2026/09/09
#---
dirEnd	Boar
#---
dir	Chicken
#---
food	Chicken
-343,177,up2026/09/12
#---
food	Chicken
-283,516,up2026/03/21,//
#---
food	Chicken
-276,488,up2026/09/04
#---
food	Chicken
-236,521,up2026/08/10,40/14/3
#---
food	Chicken
-208,13,up2025/12/26
#---
food	Chicken
-196,29,up2026/08/14
#---
food	Chicken
